Tarih,Tahmin_TRY,Alt_Sinir_TRY,Ust_Sinir_TRY
2025-12-07 05:00:00,2282.6115558246283,1150.6513871422192,3326.9783991054114
2025-12-07 06:00:00,2309.280305930026,1257.8990935832585,3344.907841623668
2025-12-07 07:00:00,2346.283506597723,1333.1687916437634,3316.8062814924087
2025-12-07 08:00:00,2499.0286653230605,1498.6445058905426,3484.7914546790007
2025-12-07 09:00:00,2418.9439075523974,1407.692106789583,3464.6714046067655
2025-12-07 10:00:00,2199.1770138718252,1208.6471114649144,3289.68865417831
2025-12-07 11:00:00,1841.7606332658534,769.3353717605736,2789.539569600223
2025-12-07 12:00:00,1711.4298731155639,718.9812650701492,2722.7964512661506
2025-12-07 13:00:00,1749.7584366815038,711.4413940611057,2784.698942441691
2025-12-07 14:00:00,1960.0462450959403,916.7329066532371,2886.357104593748
2025-12-07 15:00:00,2254.6698940969723,1227.2441522593506,3362.299837231509
2025-12-07 16:00:00,2561.6861183680962,1606.3338324653325,3515.903889738266
2025-12-07 17:00:00,2723.6067496638007,1628.9578855491998,3806.2654239511126
2025-12-07 18:00:00,2941.6140845072064,1942.213332902017,3929.2200109994174
2025-12-07 19:00:00,2967.097695629345,1881.3983939779323,3936.6652602110944
2025-12-07 20:00:00,2977.8056656216368,1969.9904124263787,3983.29789211613
2025-12-07 21:00:00,2955.8668092165813,1841.0522120465325,3949.019411358192
2025-12-07 22:00:00,2714.523275032833,1642.517514442475,3726.1237733138455
2025-12-07 23:00:00,2541.713505303583,1516.2695186984706,3529.616351118129
